COUNTRY;YEAR;DEBT_TOTAL;DEBT_RATIO;NOMINAL_GDP;NOMINAL_GDP_GROWTH;REAL_GDP;REAL_GDP_GROWTH;POTENTIAL_GDP;POTENTIAL_GDP_GROWTH;GDP_DEFLATOR_PCH;EA_GDP_DEFLATOR_PCH;PRIMARY_BALANCE;STRUCTURAL_PRIMARY_BALANCE;FISCAL_BALANCE;STOCK_FLOW;PRIMARY_EXPENDITURE_SHARE;AGEING_COST;PENSION_REVENUE;PENSION_BALANCE;PROPERTY_INCOME;IMPLICIT_INTEREST_RATE;INTEREST_RATE_ST;INTEREST_RATE_LT;EXR_EUR;EXR_USD;ESM_REPAYMENT;BOND_REPAYMENT;DEBT_ST_SHARE;DEBT_LT_MATURING_SHARE;DEBT_LT_MATURING_AVG_SHARE;DEBT_DOMESTIC_SHARE;DEBT_EUR_SHARE;FWD_RATE_3M10Y;FWD_RATE_10Y10Y;FWD_INFL_5Y5Y;BUDGET_BALANCE_ELASTICITY
ITA;2024;2982.2;138.6244;2151.305;3.16149222;1805.464323;0.936501462;1787.300008;1.04187371;2.204355701;3.088560676;-0.4547164;-1.0503;-4.4258339;23.58;47.5726004;27.1437089;3.050724396;;0;2.9835059;3.702969432;3.8158;1;1.071481699;;364.4342251;;;;;;;;;
ITA;2025;3137.2;141.6909;2214.105;2.919158371;1825.2874;1.097948938;1807.105083;1.108100206;1.801439682;2.108645579;-0.5422848;-1.1271;-4.6815032;51.3;47.5312377;27.12026653;3.054012485;;0;3.0730884;;;1;1.06627;;252.588786;;;;;;;;;
ITA;2026;;;;;1836.736455;0.627246702;1824.498242;0.962487405;;;;;;;;27.15076347;3.081441224;;0;;;;;;;261.1422778;;;;;;;;;
ITA;2027;;;;;1845.658307;0.485744797;1839.488924;0.8216331;;;;;;;;27.29440722;3.107917496;;0;;;;;;;172.0426935;;;;;;;;;
ITA;2028;;;;;1852.756877;0.384609135;1852.756877;0.721284765;;;;;;;;27.36070574;3.122509404;;0;;;;;;;208.3175004;;;;;;;;;
ITA;2029;;;;;;;;0.639702982;;;;;;;;27.38512607;3.128644142;;0;;;;;;;143.6192741;;;;;;;;;
ITA;2030;;;;;;;;0.578366973;;;;;;;;27.56233154;3.162999467;;0;;;;;;;159.627473;;;;;;;;;
ITA;2031;;;;;;;;0.542790266;;;;;;;;27.72261654;3.191917846;;0;;;;;;;116.2587051;;;;;;;;;
ITA;2032;;;;;;;;0.53848639;;;;;;;;27.94283192;3.230429005;;0;;;;;;;82.36574;;;;;;;;;
ITA;2033;;;;;;;;0.570968871;;;;;;;;28.05493279;3.247841238;;0;;;;;;;111.2669738;;;;;;;;;
ITA;2034;;;;;;;;0.645751238;;;;;;;;28.17870922;3.266939284;;0;;;;;;;38.49960043;;;;;;;;;
ITA;2035;;;;;;;;0.758611451;;;;;;;;28.24166941;3.274043457;;0;;;;;;;40.22727;;;;;;;;;
ITA;2036;;;;;;;;0.881031156;;;;;;;;28.31057373;3.28172932;;0;;;;;;;31.77;;;;;;;;;
ITA;2037;;;;;;;;1.012560666;;;;;;;;28.27408848;3.269026567;;0;;;;;;;53.437841;;;;;;;;;
ITA;2038;;;;;;;;1.112002598;;;;;;;;28.29769339;3.266365482;;0;;;;;;;25.77718839;;;;;;;;;
ITA;2039;;;;;;;;1.224612596;;;;;;;;28.26233864;3.250727079;;0;;;;;;;30.251265;;;;;;;;;
ITA;2040;;;;;;;;1.351836651;;;;;;;;28.27168322;3.242865103;;0;;;;;;;38.297255;;;;;;;;;
ITA;2041;;;;;;;;1.359856223;;;;;;;;28.22943538;3.22353016;;0;;;;;;;30.962435;;;;;;;;;
ITA;2042;;;;;;;;1.372577358;;;;;;;;28.21761746;3.209901587;;0;;;;;;;0.23;;;;;;;;;
ITA;2043;;;;;;;;1.367292005;;;;;;;;28.15587738;3.18615993;;0;;;;;;;9.1;;;;;;;;;
ITA;2044;;;;;;;;1.369712198;;;;;;;;28.11511824;3.166073913;;0;;;;;;;19.730829;;;;;;;;;
ITA;2045;;;;;;;;1.378836034;;;;;;;;28.00655107;3.133328862;;0;;;;;;;15.35;;;;;;;;;
ITA;2046;;;;;;;;1.38865298;;;;;;;;27.91193402;3.103448398;;0;;;;;;;18.540325;;;;;;;;;
ITA;2047;;;;;;;;1.403350892;;;;;;;;27.75917615;3.063149201;;0;;;;;;;18.740969;;;;;;;;;
ITA;2048;;;;;;;;1.423327812;;;;;;;;27.62657101;3.026987452;;0;;;;;;;19.782254;;;;;;;;;
ITA;2049;;;;;;;;1.406747953;;;;;;;;27.4317444;2.979674624;;0;;;;;;;17.9982383;;;;;;;;;
ITA;2050;;;;;;;;1.395376095;;;;;;;;27.27221662;2.940113206;;0;;;;;;;15.834623;;;;;;;;;
ITA;2051;;;;;;;;1.377473077;;;;;;;;27.07640737;2.894648816;;0;;;;;;;25.5584923;;;;;;;;;
ITA;2052;;;;;;;;1.360553493;;;;;;;;26.91775793;2.857917503;;0;;;;;;;9.10243;;;;;;;;;
ITA;2053;;;;;;;;1.344396155;;;;;;;;26.73205111;2.817342944;;0;;;;;;;8.8;;;;;;;;;
ITA;2054;;;;;;;;1.354069031;;;;;;;;26.57409545;2.783820071;;0;;;;;;;0;;;;;;;;;
ITA;2055;;;;;;;;1.357553174;;;;;;;;26.38505298;2.745540993;;0;;;;;;;0;;;;;;;;;
ITA;2056;;;;;;;;1.358086191;;;;;;;;26.22945023;2.715890762;;0;;;;;;;0;;;;;;;;;
ITA;2057;;;;;;;;1.357542046;;;;;;;;26.04962229;2.682723306;;0;;;;;;;1;;;;;;;;;
ITA;2058;;;;;;;;1.349401368;;;;;;;;25.9177181;2.660031163;;0;;;;;;;0.5;;;;;;;;;
ITA;2059;;;;;;;;1.338060519;;;;;;;;25.73997454;2.629667825;;0;;;;;;;0;;;;;;;;;
ITA;2060;;;;;;;;1.329762266;;;;;;;;25.62735788;2.612812976;;0;;;;;;;0.25;;;;;;;;;
ITA;2061;;;;;;;;1.315775928;;;;;;;;25.49867087;2.593876874;;0;;;;;;;0;;;;;;;;;
ITA;2062;;;;;;;;1.296447354;;;;;;;;25.41314215;2.584073724;;0;;;;;;;0.25;;;;;;;;;
ITA;2063;;;;;;;;1.279767327;;;;;;;;25.29677748;2.5685618;;0;;;;;;;0.5;;;;;;;;;
ITA;2064;;;;;;;;1.25742416;;;;;;;;25.24948306;2.566451865;;0;;;;;;;0;;;;;;;;;
ITA;2065;;;;;;;;1.229932412;;;;;;;;25.15404644;2.555305347;;0;;;;;;;0;;;;;;;;;
ITA;2066;;;;;;;;1.199838156;;;;;;;;25.14950207;2.561232691;;0;;;;;;;0;;;;;;;;;
ITA;2067;;;;;;;;1.166251451;;;;;;;;25.1658333;2.570127919;;0;;;;;;;9.633214;;;;;;;;;
ITA;2068;;;;;;;;1.132415433;;;;;;;;25.22002896;2.58558188;;0;;;;;;;0;;;;;;;;;
ITA;2069;;;;;;;;1.102631279;;;;;;;;25.21358015;2.588552604;;0;;;;;;;0;;;;;;;;;
ITA;2070;;;;;;;;1.070251833;;;;;;;;25.25376725;2.599139592;;0;;;;;;;0;;;;;;;;;
LTU;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000191266;0.101270417;0.086066368;1;0;1.39288001;3.445924091;2.346309091;0.399
LTU;2023;27.56;38.2822;71.98618;6.746550164;47.14524;-0.336101021;48.21631187;2.849511622;7.106536357;5.975178674;-0.2017332;0.6846;-0.7956388;1.313;37.6057464;15.00229827;;;0;1.6653312;;2.88;1;1.081268627;;0;;;;;;;;;
LTU;2024;29.23;38.9249;75.1003;4.325997018;48.10831157;2.042775826;49.43951304;2.536903226;2.237519179;3.088560676;-1.1145912;-0.0402;-1.8301745;0.3;39.6191524;15.3554615;;;0;1.9500976;3.115266778;2.88;1;1.071481699;;2.85;;;;;;;;;
LTU;2025;32.75;41.6063;78.71426;4.812177847;49.50562519;2.904516028;50.56660836;2.279745994;1.853815919;2.108645579;-1.3014196;-0.5012;-2.1684857;1.81;39.7886803;15.69931103;;;0;2.3347276;;;1;1.06627;;2.725;;;;;;;;;
LTU;2026;;;;;50.86770769;2.75136917;51.58933564;2.022534874;;;;;;;;15.96881305;;;0;;;;;;;2.411;;;;;;;;;
LTU;2027;;;;;51.95322934;2.134009369;52.3191476;1.414656621;;;;;;;;16.08894749;;;0;;;;;;;2.445;;;;;;;;;
LTU;2028;;;;;52.99375407;2.002810486;52.99375407;1.289406466;;;;;;;;16.26339106;;;0;;;;;;;1.758;;;;;;;;;
LTU;2029;;;;;;;;1.319597525;;;;;;;;16.4367011;;;0;;;;;;;1.495;;;;;;;;;
LTU;2030;;;;;;;;1.349680786;;;;;;;;16.61441937;;;0;;;;;;;1.55;;;;;;;;;
LTU;2031;;;;;;;;1.377455055;;;;;;;;16.79959259;;;0;;;;;;;0;;;;;;;;;
LTU;2032;;;;;;;;1.400719139;;;;;;;;16.98945379;;;0;;;;;;;1.329;;;;;;;;;
LTU;2033;;;;;;;;1.417271844;;;;;;;;17.17610363;;;0;;;;;;;1.25;;;;;;;;;
LTU;2034;;;;;;;;1.424911976;;;;;;;;17.33572338;;;0;;;;;;;0;;;;;;;;;
LTU;2035;;;;;;;;1.42431338;;;;;;;;17.49861046;;;0;;;;;;;1.2;;;;;;;;;
LTU;2036;;;;;;;;1.433403299;;;;;;;;17.63997637;;;0;;;;;;;0;;;;;;;;;
LTU;2037;;;;;;;;1.450850228;;;;;;;;17.74155025;;;0;;;;;;;0;;;;;;;;;
LTU;2038;;;;;;;;1.371204491;;;;;;;;17.83860564;;;0;;;;;;;0;;;;;;;;;
LTU;2039;;;;;;;;1.278019697;;;;;;;;17.93504109;;;0;;;;;;;0;;;;;;;;;
LTU;2040;;;;;;;;1.167369663;;;;;;;;18.01554728;;;0;;;;;;;0;;;;;;;;;
LTU;2041;;;;;;;;1.095976804;;;;;;;;18.1106669;;;0;;;;;;;0;;;;;;;;;
LTU;2042;;;;;;;;1.034419002;;;;;;;;18.21067755;;;0;;;;;;;0;;;;;;;;;
LTU;2043;;;;;;;;1.001853769;;;;;;;;18.29882339;;;0;;;;;;;0;;;;;;;;;
LTU;2044;;;;;;;;0.97645749;;;;;;;;18.38103254;;;0;;;;;;;0;;;;;;;;;
LTU;2045;;;;;;;;0.951995091;;;;;;;;18.45919865;;;0;;;;;;;0;;;;;;;;;
LTU;2046;;;;;;;;0.922204843;;;;;;;;18.54025608;;;0;;;;;;;0;;;;;;;;;
LTU;2047;;;;;;;;0.881878824;;;;;;;;18.62009125;;;0;;;;;;;0.75;;;;;;;;;
LTU;2048;;;;;;;;0.831765376;;;;;;;;18.70027319;;;0;;;;;;;0;;;;;;;;;
LTU;2049;;;;;;;;0.734225398;;;;;;;;18.78435231;;;0;;;;;;;0.85;;;;;;;;;
LTU;2050;;;;;;;;0.641362487;;;;;;;;18.8745202;;;0;;;;;;;1.75;;;;;;;;;
LTU;2051;;;;;;;;0.55338668;;;;;;;;18.97229441;;;0;;;;;;;0.75;;;;;;;;;
LTU;2052;;;;;;;;0.468934835;;;;;;;;19.07503471;;;0;;;;;;;0;;;;;;;;;
LTU;2053;;;;;;;;0.396780306;;;;;;;;19.17452339;;;0;;;;;;;0;;;;;;;;;
LTU;2054;;;;;;;;0.33689832;;;;;;;;19.27751323;;;0;;;;;;;0;;;;;;;;;
LTU;2055;;;;;;;;0.290970687;;;;;;;;19.3803069;;;0;;;;;;;0;;;;;;;;;
LTU;2056;;;;;;;;0.262164638;;;;;;;;19.4798294;;;0;;;;;;;0;;;;;;;;;
LTU;2057;;;;;;;;0.259304408;;;;;;;;19.56886321;;;0;;;;;;;0;;;;;;;;;
LTU;2058;;;;;;;;0.270794051;;;;;;;;19.63965771;;;0;;;;;;;0;;;;;;;;;
LTU;2059;;;;;;;;0.301109452;;;;;;;;19.69010774;;;0;;;;;;;0;;;;;;;;;
LTU;2060;;;;;;;;0.342417181;;;;;;;;19.72897695;;;0;;;;;;;0;;;;;;;;;
LTU;2061;;;;;;;;0.382834851;;;;;;;;19.76045214;;;0;;;;;;;0;;;;;;;;;
LTU;2062;;;;;;;;0.419828011;;;;;;;;19.77175965;;;0;;;;;;;0;;;;;;;;;
LTU;2063;;;;;;;;0.459715217;;;;;;;;19.77351214;;;0;;;;;;;0;;;;;;;;;
LTU;2064;;;;;;;;0.50483478;;;;;;;;19.75896088;;;0;;;;;;;0;;;;;;;;;
LTU;2065;;;;;;;;0.553138894;;;;;;;;19.72906719;;;0;;;;;;;0;;;;;;;;;
LTU;2066;;;;;;;;0.601725669;;;;;;;;19.68097391;;;0;;;;;;;0;;;;;;;;;
LTU;2067;;;;;;;;0.642832062;;;;;;;;19.61810279;;;0;;;;;;;0;;;;;;;;;
LTU;2068;;;;;;;;0.669001233;;;;;;;;19.5485521;;;0;;;;;;;0;;;;;;;;;
LTU;2069;;;;;;;;0.674188607;;;;;;;;19.4744382;;;0;;;;;;;0;;;;;;;;;
LTU;2070;;;;;;;;0.660517451;;;;;;;;19.40385263;;;0;;;;;;;0;;;;;;;;;
LUX;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.098215066;-0.039564397;-0.039564397;0;0.899986101;2.309834929;3.377924091;2.346309091;0.462
LUX;2023;20.36;25.6696;79.30962;2.296714778;63.87488;-1.095729758;65.63547002;1.826975986;3.430028409;5.975178674;-0.9497208;0.2895;-1.2519918;0.19;47.7937848;17.40985777;1.605123059;0.177255675;0;1.2501804;3.753356506;2.9665;1;1.081268627;;0;;;;;;;;;
LUX;2024;22.65;27.0713;83.65698;5.481504009;64.79311668;1.437555236;66.85504186;1.858098735;3.986633426;3.088560676;-1.3271849;0.0977;-1.6989411;0.867;47.9481166;17.43186785;1.599866967;0.061789177;0;1.5276193;4.032221696;2.812;1;1.071481699;;0.198927029;;;;;;;;;
LUX;2025;24.98;28.4681;87.73331;4.872671713;66.27016834;2.279642865;68.05019139;1.787672999;2.535242381;2.108645579;-1.5032474;-0.2948;-1.9363782;0.63;48.3106897;17.34326014;1.592014925;-0.017926439;0;1.6779245;;;1;1.06627;;1.915962127;;;;;;;;;
LUX;2026;;;;;68.09923918;2.760021414;69.30785273;1.848137847;;;;;;;;17.27006914;1.585811111;-0.097889899;0;;;;;;;1.930908638;;;;;;;;;
LUX;2027;;;;;69.99887492;2.789510956;70.61457523;1.885388803;;;;;;;;17.27245748;1.588874038;-0.196544231;0;;;;;;;2.03;;;;;;;;;
LUX;2028;;;;;71.98315573;2.834732435;71.98315573;1.938099182;;;;;;;;17.38164145;1.608367498;-0.300134811;0;;;;;;;0.833727429;;;;;;;;;
LUX;2029;;;;;;;;1.919010686;;;;;;;;17.55260178;1.634795374;-0.426699288;0;;;;;;;1.25;;;;;;;;;
LUX;2030;;;;;;;;1.829523326;;;;;;;;17.76982964;1.667139914;-0.587811159;0;;;;;;;1;;;;;;;;;
LUX;2031;;;;;;;;1.709369623;;;;;;;;17.98856576;1.698423364;-0.748558409;0;;;;;;;2.595;;;;;;;;;
LUX;2032;;;;;;;;1.598282094;;;;;;;;18.21823336;1.730575661;-0.906068855;0;;;;;;;1.525;;;;;;;;;
LUX;2033;;;;;;;;1.535993258;;;;;;;;18.44175509;1.760953596;-1.061569992;0;;;;;;;1.25;;;;;;;;;
LUX;2034;;;;;;;;1.562235634;;;;;;;;18.66591313;1.790348768;-1.212345034;0;;;;;;;0.013192425;;;;;;;;;
LUX;2035;;;;;;;;1.68184767;;;;;;;;18.86366456;1.815282937;-1.345824334;0;;;;;;;0.00383091;;;;;;;;;
LUX;2036;;;;;;;;1.78954014;;;;;;;;19.05167288;1.838249653;-1.464549237;0;;;;;;;0.152192425;;;;;;;;;
LUX;2037;;;;;;;;1.875761722;;;;;;;;19.23880535;1.860178119;-1.58275517;0;;;;;;;0.033309;;;;;;;;;
LUX;2038;;;;;;;;1.991497056;;;;;;;;19.42219524;1.880838999;-1.685542014;0;;;;;;;0;;;;;;;;;
LUX;2039;;;;;;;;2.128733865;;;;;;;;19.59206482;1.898871921;-1.777149015;0;;;;;;;0;;;;;;;;;
LUX;2040;;;;;;;;2.249161748;;;;;;;;19.75198178;1.91562928;-1.86474026;0;;;;;;;0;;;;;;;;;
LUX;2041;;;;;;;;2.226550209;;;;;;;;19.92424741;1.934100227;-1.961947905;0;;;;;;;0.025;;;;;;;;;
LUX;2042;;;;;;;;2.189714138;;;;;;;;20.09764389;1.953263444;-2.067648017;0;;;;;;;1.265;;;;;;;;;
LUX;2043;;;;;;;;2.143880559;;;;;;;;20.2724661;1.972355057;-2.169056309;0;;;;;;;2.05;;;;;;;;;
LUX;2044;;;;;;;;2.110826638;;;;;;;;20.448891;1.992102102;-2.279384384;0;;;;;;;0;;;;;;;;;
LUX;2045;;;;;;;;2.059488511;;;;;;;;20.63409647;2.013558923;-2.393795094;0;;;;;;;0.011;;;;;;;;;
LUX;2046;;;;;;;;2.021913505;;;;;;;;20.81771969;2.034937153;-2.515956562;0;;;;;;;0.025;;;;;;;;;
LUX;2047;;;;;;;;1.986291961;;;;;;;;21.00707058;2.057644602;-2.643522879;0;;;;;;;0;;;;;;;;;
LUX;2048;;;;;;;;1.90854993;;;;;;;;21.21107711;2.08290641;-2.788047009;0;;;;;;;0;;;;;;;;;
LUX;2049;;;;;;;;1.854438295;;;;;;;;21.4274037;2.109931715;-2.941999177;0;;;;;;;0;;;;;;;;;
LUX;2050;;;;;;;;1.795725493;;;;;;;;21.66065334;2.139972266;-3.115083201;0;;;;;;;0;;;;;;;;;
LUX;2051;;;;;;;;1.737004216;;;;;;;;21.90949652;2.172544483;-3.305051546;0;;;;;;;0;;;;;;;;;
LUX;2052;;;;;;;;1.684131496;;;;;;;;22.16756334;2.206966139;-3.509937431;0;;;;;;;0;;;;;;;;;
LUX;2053;;;;;;;;1.624378357;;;;;;;;22.44229998;2.243958807;-3.725546875;0;;;;;;;0;;;;;;;;;
LUX;2054;;;;;;;;1.571256587;;;;;;;;22.73331799;2.283360644;-3.954353788;0;;;;;;;0;;;;;;;;;
LUX;2055;;;;;;;;1.52901305;;;;;;;;23.03414162;2.324725588;-4.197888117;0;;;;;;;0;;;;;;;;;
LUX;2056;;;;;;;;1.488137779;;;;;;;;23.34567162;2.367886189;-4.453676471;0;;;;;;;0;;;;;;;;;
LUX;2057;;;;;;;;1.457292523;;;;;;;;23.67630931;2.413763052;-4.724142725;0;;;;;;;0;;;;;;;;;
LUX;2058;;;;;;;;1.431635771;;;;;;;;24.0068876;2.45996178;-4.995294118;0;;;;;;;0;;;;;;;;;
LUX;2059;;;;;;;;1.405767003;;;;;;;;24.34825426;2.508176386;-5.279220554;0;;;;;;;0;;;;;;;;;
LUX;2060;;;;;;;;1.3829247;;;;;;;;24.70449525;2.558651312;-5.577613065;0;;;;;;;0;;;;;;;;;
LUX;2061;;;;;;;;1.360807644;;;;;;;;25.06418064;2.609311099;-5.875646773;0;;;;;;;0;;;;;;;;;
LUX;2062;;;;;;;;1.342718512;;;;;;;;25.42203915;2.659537618;-6.172311912;0;;;;;;;0;;;;;;;;;
LUX;2063;;;;;;;;1.33092973;;;;;;;;25.77371512;2.708359454;-6.456777048;0;;;;;;;0;;;;;;;;;
LUX;2064;;;;;;;;1.316193333;;;;;;;;26.10473554;2.753577892;-6.720313035;0;;;;;;;0;;;;;;;;;
LUX;2065;;;;;;;;1.299121523;;;;;;;;26.42324589;2.796624852;-6.966968047;0;;;;;;;0;;;;;;;;;
LUX;2066;;;;;;;;1.280837238;;;;;;;;26.73667964;2.837983501;-7.200634739;0;;;;;;;0;;;;;;;;;
LUX;2067;;;;;;;;1.261395472;;;;;;;;27.03614957;2.876719166;-7.420552351;0;;;;;;;0;;;;;;;;;
LUX;2068;;;;;;;;1.237744657;;;;;;;;27.33252266;2.914219119;-7.630676692;0;;;;;;;0;;;;;;;;;
LUX;2069;;;;;;;;1.215951152;;;;;;;;27.61783148;2.95008531;-7.830817728;0;;;;;;;0;;;;;;;;;
LUX;2070;;;;;;;;1.194463843;;;;;;;;27.89839435;2.985245968;-8.024893145;0;;;;;;;0;;;;;;;;;
LVA;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.023031199;0.087627059;0.088780095;1;0;3.511964091;3.997379545;2.346309091;0.378
LVA;2023;17.58;43.5744;40.34805;5.110848459;28.73931;-0.282539588;28.98713288;1.906807667;5.408669666;5.975178674;-1.5830506;-1.2599;-2.2135643;0.65;40.3264366;16.96301897;0.280598019;;0;1.5861611;3.753356506;3.828333333;1;1.081268627;;0.25;;;;;;;;;
LVA;2024;19.05;44.5308;42.76955;6.001529194;29.22931649;1.70500436;29.55006243;1.941998025;4.224494268;3.088560676;-1.7727595;-1.3625;-2.8062051;0.264;42.1599523;16.44587748;0.268562115;;0;2.5140156;4.032221696;3.418;1;1.071481699;;1.54;;;;;;;;;
LVA;2025;20.83;46.305;44.97785;5.163252828;30.00136733;2.64135783;30.18038736;2.133074778;2.456997018;2.108645579;-1.7536102;-1.5294;-2.9132033;0.471;42.7489625;16.34710487;0.26440173;;0;2.7384773;;;1;1.06627;;1.500001;;;;;;;;;
LVA;2026;;;;;30.42892432;1.425125018;30.54973156;1.223788798;;;;;;;;16.40434499;0.265385937;;0;;;;;;;2.04;;;;;;;;;
LVA;2027;;;;;30.77293805;1.13054843;30.83390354;0.930194682;;;;;;;;16.45130133;0.266153038;;0;;;;;;;1.13;;;;;;;;;
LVA;2028;;;;;31.12409148;1.141111174;31.12409148;0.941132685;;;;;;;;16.45084722;0.265231763;;0;;;;;;;1.82175;;;;;;;;;
LVA;2029;;;;;;;;1.009151636;;;;;;;;16.4456819;0.263823582;;0;;;;;;;0.85;;;;;;;;;
LVA;2030;;;;;;;;1.111898825;;;;;;;;16.44563607;0.26217254;;0;;;;;;;0.6;;;;;;;;;
LVA;2031;;;;;;;;1.229742714;;;;;;;;16.44964969;0.260622741;;0;;;;;;;1.3905;;;;;;;;;
LVA;2032;;;;;;;;1.34305176;;;;;;;;16.44326595;0.259115551;;0;;;;;;;0;;;;;;;;;
LVA;2033;;;;;;;;1.432194424;;;;;;;;16.42563583;0.257858393;;0;;;;;;;0.75;;;;;;;;;
LVA;2034;;;;;;;;1.477539164;;;;;;;;16.3936999;0.256596777;;0;;;;;;;0;;;;;;;;;
LVA;2035;;;;;;;;1.475966724;;;;;;;;16.35264519;0.25551531;;0;;;;;;;0;;;;;;;;;
LVA;2036;;;;;;;;1.479097416;;;;;;;;16.29210351;0.253928639;;0;;;;;;;0.85;;;;;;;;;
LVA;2037;;;;;;;;1.486303206;;;;;;;;16.21543952;0.251859414;;0;;;;;;;0;;;;;;;;;
LVA;2038;;;;;;;;1.422897661;;;;;;;;16.13811541;0.24973498;;0;;;;;;;0;;;;;;;;;
LVA;2039;;;;;;;;1.314641699;;;;;;;;16.06640367;0.247698255;;0;;;;;;;0;;;;;;;;;
LVA;2040;;;;;;;;1.212125891;;;;;;;;15.99637702;0.245704122;;0;;;;;;;0;;;;;;;;;
LVA;2041;;;;;;;;1.134185254;;;;;;;;15.94063102;0.243961231;;0;;;;;;;0;;;;;;;;;
LVA;2042;;;;;;;;1.037288746;;;;;;;;15.89286382;0.24229835;;0;;;;;;;0;;;;;;;;;
LVA;2043;;;;;;;;0.984782112;;;;;;;;15.85394913;0.240777146;;0;;;;;;;0;;;;;;;;;
LVA;2044;;;;;;;;0.922643689;;;;;;;;15.834506;0.239656118;;0;;;;;;;0;;;;;;;;;
LVA;2045;;;;;;;;0.845143251;;;;;;;;15.83488175;0.238945913;;0;;;;;;;0;;;;;;;;;
LVA;2046;;;;;;;;0.760683385;;;;;;;;15.84486079;0.238186036;;0;;;;;;;0;;;;;;;;;
LVA;2047;;;;;;;;0.668764901;;;;;;;;15.87822199;0.237948468;;0;;;;;;;1;;;;;;;;;
LVA;2048;;;;;;;;0.587107499;;;;;;;;15.93145864;0.238152466;;0;;;;;;;0;;;;;;;;;
LVA;2049;;;;;;;;0.487038405;;;;;;;;15.9957579;0.238545437;;0;;;;;;;1;;;;;;;;;
LVA;2050;;;;;;;;0.428000809;;;;;;;;16.06851003;0.239050451;;0;;;;;;;0;;;;;;;;;
LVA;2051;;;;;;;;0.35077685;;;;;;;;16.15755459;0.239857163;;0;;;;;;;0;;;;;;;;;
LVA;2052;;;;;;;;0.311982198;;;;;;;;16.24979778;0.240771201;;0;;;;;;;0;;;;;;;;;
LVA;2053;;;;;;;;0.26998801;;;;;;;;16.34730854;0.241706499;;0;;;;;;;0;;;;;;;;;
LVA;2054;;;;;;;;0.308717225;;;;;;;;16.43252461;0.242443747;;0;;;;;;;0;;;;;;;;;
LVA;2055;;;;;;;;0.351646291;;;;;;;;16.50799227;0.242961769;;0;;;;;;;0;;;;;;;;;
LVA;2056;;;;;;;;0.444523388;;;;;;;;16.54002436;0.24203779;;0;;;;;;;0;;;;;;;;;
LVA;2057;;;;;;;;0.567079089;;;;;;;;16.54447683;0.240551166;;0;;;;;;;0;;;;;;;;;
LVA;2058;;;;;;;;0.689697751;;;;;;;;16.52287428;0.238439599;;0;;;;;;;0;;;;;;;;;
LVA;2059;;;;;;;;0.832729548;;;;;;;;16.47366068;0.235788698;;0;;;;;;;0;;;;;;;;;
LVA;2060;;;;;;;;0.947477272;;;;;;;;16.38883048;0.232273592;;0;;;;;;;0;;;;;;;;;
LVA;2061;;;;;;;;1.049263719;;;;;;;;16.28542894;0.22843721;;0;;;;;;;0;;;;;;;;;
LVA;2062;;;;;;;;1.114364288;;;;;;;;16.16952274;0.224613922;;0;;;;;;;0;;;;;;;;;
LVA;2063;;;;;;;;1.143388729;;;;;;;;16.05153567;0.220998535;;0;;;;;;;0;;;;;;;;;
LVA;2064;;;;;;;;1.141900021;;;;;;;;15.93829096;0.217919363;;0;;;;;;;0;;;;;;;;;
LVA;2065;;;;;;;;1.128487042;;;;;;;;15.83152882;0.215245528;;0;;;;;;;0;;;;;;;;;
LVA;2066;;;;;;;;1.127995024;;;;;;;;15.72283388;0.212747879;;0;;;;;;;0;;;;;;;;;
LVA;2067;;;;;;;;1.109302544;;;;;;;;15.61823299;0.210502274;;0;;;;;;;0;;;;;;;;;
LVA;2068;;;;;;;;1.064233905;;;;;;;;15.51654439;0.208554845;;0;;;;;;;0;;;;;;;;;
LVA;2069;;;;;;;;1.00111321;;;;;;;;15.42861187;0.206929292;;0;;;;;;;0;;;;;;;;;
LVA;2070;;;;;;;;0.909175874;;;;;;;;15.35434056;0.205841089;;0;;;;;;;0;;;;;;;;;
MLT;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.049051965;0.026262167;0.026262167;0;1;1.669467414;4.017924091;2.346309091;0.479
MLT;2023;9.77;50.3966;19.38187;11.18360103;15.55145;5.613926428;15.55435585;5.106291238;5.273617615;5.975178674;-3.7999427;-3.791;-4.9035513;-0.182;37.2492411;16.70416422;;;0;2.3767504;3.117244714;3.709166667;1;1.081268627;;0.1722309;;;;;;;;;
MLT;2024;10.93;52.0272;21.00629;8.381131439;16.26250492;4.572274121;16.31940362;4.918543589;3.642338184;3.088560676;-3.0642495;-2.8972;-4.3425625;0.249;36.5839914;16.6655162;;;0;2.7490946;3.391854182;3.452;1;1.071481699;;0.5461079;;;;;;;;;
MLT;2025;11.82;52.6352;22.45957;6.918308754;16.95789333;4.276022746;17.11400592;4.86906454;2.533918177;2.108645579;-2.5752793;-2.1383;-3.9077848;0.015;35.979247;16.60095993;;;0;2.7383612;;;1;1.06627;;0.3712079;;;;;;;;;
MLT;2026;;;;;17.8055394;4.998533989;17.91448237;4.677317856;;;;;;;;16.33518355;;;0;;;;;;;0.6886096;;;;;;;;;
MLT;2027;;;;;18.70075917;5.027759935;18.75779487;4.707434346;;;;;;;;16.23881902;;;0;;;;;;;0.7400957;;;;;;;;;
